package_name,file_name,tokenized_content,cluster_id
covid19dbcand,Synonyms_Drug.md,"['data   Drugs Synonyms   Format  a tibble with 4 variables:  - synonym: alternative name - language: Names of the drug in languages other than English.', '- coder: Organisation or source providing the synonym.', 'For example, INN indicates the synonym is an International Nonproprietary Name, while IUPAC indicates the synonym is the nomenclature designated by the c(""[International Union of Pure and Applied\\n](https://iupac.org/)"", ""[    Chemistry.', '](https://iupac.org/)"") - drugbank-id: drugbank id   Source  [Drugbank Documentation](https://docs.drugbankplus.com/xml/)  ```r Synonyms_Drug ```   Description  Other names or identifiers that are associated with the associated Drug   Details  Each element may have one or more synonyms.']",0
covid19dbcand,Products_Drug.md,"['data   Drug Products   Format  a tibble with 19 variables:  - name: The proprietary name(s) provided by the manufacturer for any commercially available products containing this drug.', '- labeller: The corporation responsible for labelling this product.', '- ndc-id: The National Drug Code (NDC) identifier of the drug.', '- ndc-product-code: The National Drug Code (NDC) product code from the FDA National Drug Code directory.', '- dpd-id: Drug Product Database (DPD) identification number (a.k.a.', 'DIN) from the Canadian Drug Product Database.', 'Only present for drugs that are marketed in Canada.', '- ema-product-code: EMA product code from the European Medicines Agency Database.', 'Only present for products that are authorised by central procedure for marketing in the European Union.', '- ema-ma-number: EMA marketing authorisation number from the European Medicines Agency Database.', 'Only present for products that are authorised by central procedure for marketing in the European Union.', '- started-marketing-on: The starting date for market approval.', '- ended-marketing-on: The ending date for market approval.', '- dosage-form: The pharmaceutical formulation by which the drug is introduced into the body.', '- strength: The amount of active drug ingredient provided in the dosage.', '- route: The path by which the drug or product is taken into the body.', '- fda-application-number: The New Drug Application [NDA] number assigned to this drug by the FDA.', '- over-the-counter: A list of Over The Counter (OTC) forms of the drug - generic: Whether this product is a generic drug - approved: Indicates whether this drug has been approved by the regulating government.', '- country: The country where this commercially available drug has been approved.', '- source: Source of this product information.', 'For example, a value of DPD indicates this information was retrieved from the Canadian Drug Product Database.', '- parent_key: drugbank id   Source  [Drugbank Documentation](https://docs.drugbankplus.com/xml/)  ```r Products_Drug ```   Description  A list of commercially available products in Canada and the United States that contain the drug.', 'Details  Each drug may have one or more product.']",0
covid19dbcand,External_Links_Drug.md,"['Format  a tibble with 3 variables:  - resource: Name of the source website.', '- identifier: Identifier for this drug in the given resource - parent_id: drugbank id   Source  [Drugbank Documentation](https://docs.drugbankplus.com/xml/)  ```r External_Links_Drug ```   Description  Each drug may have one or more link.', 'Details  Links may be provided for the following resources:    [RxList](https://www.rxlist.com/)   [PDRhealth](https://www.pdr.net/)   [Drugs.com](https://www.drugs.com/)']",0
covid19dbcand,attachments.md,"['data   Drugs/ Carriers/ Enzymes/ Targets/ Transporters Attachments   Format  An object of class `spec_tbl_df` (inherits from `tbl_df`, `tbl`, `data.frame`) with 3 rows and 4 columns.', 'An object of class `tbl_df` (inherits from `tbl`, `data.frame`) with 388 rows and 4 columns.', 'An object of class `spec_tbl_df` (inherits from `tbl_df`, `tbl`, `data.frame`) with 6 rows and 4 columns.', 'An object of class `spec_tbl_df` (inherits from `tbl_df`, `tbl`, `data.frame`) with 11 rows and 4 columns.', 'An object of class `spec_tbl_df` (inherits from `tbl_df`, `tbl`, `data.frame`) with 37 rows and 4 columns.', 'Source  [Drugbank Documentation](https://docs.drugbankplus.com/xml/)  ```r Attachments  Attachments_Enzymes  Attachments_Carriers  Attachments_Targets  Attachments_Transporters ```   Returns  a tibble with 4 variables:  - ref-id: Identifier for the article being referenced.', 'This is unique across all reference types (books, links, article, attachments).', '- title: The title of the attachment.', '- url: The url to download the attachment from.', '- parent_id: drug/carrier/target/enzyme/transporter id   Description  Return a list of attachment that were used as references for drugs or CETT']",0
covid19dbcand,articles.md,"['data   Drugs/ Carriers/ Enzymes/ Targets/ Transporters related Articles   Format  a tibble with 4 variables:  - ref-id: Identifier for the article being referenced.', 'This is unique across all reference types (books, links, article).', '- pubmed-id: The PubMed identifier for the article.', '- citation: Article citation in a standard format.', '- parent_id: drug/carrier/target/enzyme/transporter id  An object of class `spec_tbl_df` (inherits from `tbl_df`, `tbl`, `data.frame`) with 410 rows and 4 columns.', 'An object of class `spec_tbl_df` (inherits from `tbl_df`, `tbl`, `data.frame`) with 238 rows and 4 columns.', 'An object of class `spec_tbl_df` (inherits from `tbl_df`, `tbl`, `data.frame`) with 4003 rows and 4 columns.', 'An object of class `spec_tbl_df` (inherits from `tbl_df`, `tbl`, `data.frame`) with 1404 rows and 4 columns.', 'An object of class `spec_tbl_df` (inherits from `tbl_df`, `tbl`, `data.frame`) with 1312 rows and 4 columns.', 'Source  [Drugbank Documentation](https://docs.drugbankplus.com/xml/)  ```r Articles_Carrier_Drug  Articles_Drug  Articles_Enzyme_Drug  Articles_Target_Drug  Articles_Transporter_Drug ```   Description  A list of articles that were used as references for drugs carriers']",0
covid19dbcand,Drugs.md,"['data   Drugs   Format  An object of class `tbl_df` (inherits from `tbl`, `data.frame`) with 33 rows and 15 columns.', 'Source  [Drugbank Documentation](https://docs.drugbankplus.com/xml/)  ```r Drugs ```   Returns  a tibble with 15 variables:  - primary_key: Drugbank id - other_keys: Other identifiers that may be associated with the drug - type: Either small molecule, or biotech.', 'Biotech is used for any drug that is derived from living systems or organisms, usually composed of high molecular weight mixtures of protein, while small molecule describes a low molecular weight organic compound.', '- name: - created: Date that this drug was first added to DrugBank.', '- updated: Denotes when this drug was last updated in DrugBank.', '- description: Descriptions of drug chemical properties, history and regulatory status.', '- cas_number: The Chemical Abstracts Service (CAS) registry number assigned to the drug.', '- unii: Unique Ingredient Identifier (UNII) of this drug.', '- average_mass: The weighted average of the isotopic masses of the drug - state: One of solid, liquid, or gas - monoisotopic_mass: The mass of the most abundant isotope of the drug - synthesis_reference: Citation for synthesis of the drug molecule.', '- fda_label: Contains a URL for accessing the uploaded United States Food and Drug Administration (FDA) Monograph for this drug.', '- msds: Contains a URL for accessing the Material Safety Data Sheet (MSDS) for this drug.', 'Description  Substance other than water and food that when administered by any route can cause a physiological or biological change in the body.']",0
covid19dbcand,Interactions_Drug.md,"[""data   ' Drug Interactions   Format  a tibble with 4 variables:  - drugbank-id: Drugbank ID of the interacting drug - name: Name of the interacting drug - description: Textual description of the physiological consequences of the drug interaction - parent_key: parent drugbank id   Source  [Drugbank Documentation](https://docs.drugbankplus.com/xml/)  ```r Interactions_Drug ```   Description  Describe interactions between the drug being described by the parent drug, and other drugs."", 'Details  Drug-drug interactions detailing drugs that, when administered concomitantly with the drug of interest, will affect its activity or result in adverse effects.', 'These interactions may be synergistic or antagonistic depending on the physiological effects and mechanism of action of each drug.', 'Each drug may have one or more drug interaction.']",0
covid19dbcand,Patents_Drug.md,"['data   Drug Patent   Format  a tibble with 6 variables:  - number: The patent number(s) associated with the drug - country: The country that issued the patent rights - approved: The date that the patent request was filed - expires: The date that the patent rights expire - pediatric-extension: Indicates whether or not a pediatric extension has been approved for the patent.', 'Granted pediatric extensions provide an additional 6 months of market protection - parent_key: drugbank id   Source  [Drugbank Documentation](https://docs.drugbankplus.com/xml/)  ```r Patents_Drug ```   Description  A property right issued by the c(""[United States\\n](http://www.uspto.gov/)"", ""[Patent and Trademark Office (USPTO)](http://www.uspto.gov/)"") to an inventor for a limited time, in exchange for public disclosure of the invention when the patent is granted.', 'Drugs may be issued multiple patents.', 'Details  Each drug may have one or more patent.']",1
covid19dbcand,Enzymes_Reactions_Drug.md,"['data   Drug Reactions Enzymes Enzymes involved in metabolizing this drug.', 'Format  a tibble with 3 variables:  - drugbank-id: - name: - uniprot-id: uniprot id   Source  [Drugbank Documentation](https://docs.drugbankplus.com/xml/)  ```r Enzymes_Reactions_Drug ```   Description  Drug Reactions Enzymes Enzymes involved in metabolizing this drug.']",1
covid19dbcand,Reactions_Drug.md,"['data   Drug Reactions   Format  a tibble with 6 variables:  - sequence: Reactions are displayed within a numerical sequence.', '- left_drugbank_id: The substrate of the reaction.', 'May be a drug or a metabolite.', '- left_drugbank_name: - right_drugbank_id: The product of the reaction.', 'May be a drug or a metabolite.', '- right_drugbank_name: - parent_key: drugbank id   Source  [Drugbank Documentation](https://docs.drugbankplus.com/xml/)  ```r Reactions_Drug ```   Description  A sequential representation of the metabolic reactions that this drug molecule is involved in.', 'Depending on available information, this may include metabolizing enzymes, reaction type, substrates, products, pharmacological activity of metabolites, and a structural representation of the biochemical reactions.', 'Details  Each drug may have one or more reaction.']",1
